epoch,out_0,out_1,step,train_loss
127,0.5032894611358643,0.4997639060020447,255,0.2502361536026001
128,0.5032917857170105,0.4998061954975128,257,0.25019386410713196
129,0.5032936930656433,0.4998493492603302,259,0.2501507103443146
130,0.5032954812049866,0.49989354610443115,261,0.25010645389556885
131,0.5032969117164612,0.4999386668205261,263,0.2500613331794739
132,0.5032979249954224,0.4999847710132599,265,0.2500152587890625
133,0.5032985806465149,0.5000320672988892,267,0.24996793270111084
134,0.5032988786697388,0.5000803470611572,269,0.24991965293884277
135,0.5032986998558044,0.5001298189163208,271,0.2498701959848404
136,0.5032979846000671,0.5001804232597351,273,0.24981960654258728
137,0.5032967329025269,0.5002322793006897,275,0.24976778030395508
138,0.5032949447631836,0.5002854466438293,277,0.24971462786197662
139,0.503292441368103,0.500339925289154,279,0.2496601939201355
140,0.5032892227172852,0.5003958344459534,281,0.24960432946681976
141,0.5032851696014404,0.5004531145095825,283,0.2495470941066742
142,0.5032803416252136,0.5005119442939758,285,0.24948832392692566
143,0.5032745003700256,0.5005723237991333,287,0.24942800402641296
144,0.5032676458358765,0.5006343722343445,289,0.24936603009700775
145,0.5032597184181213,0.5006981492042542,291,0.24930234253406525
146,0.5032504796981812,0.5007636547088623,293,0.24923692643642426
147,0.5032399296760559,0.5008310675621033,295,0.24916961789131165
148,0.503227949142456,0.5009004473686218,297,0.24910035729408264
149,0.5032142996788025,0.5009718537330627,299,0.24902908504009247
150,0.5031989812850952,0.5010454654693604,301,0.2489556223154068
151,0.5031816959381104,0.5011212825775146,303,0.24887996912002563
152,0.503162145614624,0.5011995434761047,305,0.24880190193653107
153,0.5031403303146362,0.5012803077697754,307,0.24872133135795593
154,0.5031159520149231,0.5013636350631714,309,0.24863822758197784
155,0.5030887722969055,0.501449704170227,311,0.24855239689350128
156,0.5030584335327148,0.5015387535095215,313,0.24846361577510834
157,0.5030246376991272,0.5016308426856995,315,0.24837180972099304
158,0.5029869675636292,0.5017261505126953,317,0.24827682971954346
159,0.5029451847076416,0.5018249154090881,319,0.2481784075498581
160,0.502898633480072,0.501927375793457,321,0.24807633459568024
161,0.5028470158576965,0.5020335912704468,323,0.2479705512523651
162,0.5027896165847778,0.502143919467926,325,0.24786067008972168
163,0.5027257800102234,0.5022585988044739,327,0.24774649739265442
164,0.5026549100875854,0.5023779273033142,329,0.24762772023677826
165,0.5025761723518372,0.5025020837783813,331,0.24750417470932007
166,0.5024884939193726,0.5026316046714783,333,0.24737532436847687
167,0.5023910403251648,0.5027667880058289,335,0.24724087119102478
168,0.5022826194763184,0.5029080510139465,337,0.24710041284561157
169,0.502161979675293,0.5030558705329895,339,0.24695347249507904
170,0.5020275712013245,0.5032108426094055,341,0.24679946899414062
171,0.5018778443336487,0.5033736824989319,343,0.24663770198822021
172,0.5017110705375671,0.5035450458526611,345,0.24646751582622528
173,0.5015251636505127,0.5037259459495544,347,0.24628794193267822
174,0.5013178586959839,0.5039174556732178,349,0.2460978925228119
175,0.5010867714881897,0.5041208267211914,351,0.24589616060256958
176,0.5008291006088257,0.504337728023529,353,0.24568109214305878
177,0.5005418658256531,0.5045701265335083,355,0.24545076489448547
178,0.5002219676971436,0.5048204660415649,357,0.24520276486873627
179,0.49986594915390015,0.5050917863845825,359,0.24493414163589478
180,0.4994700849056244,0.5053878426551819,361,0.24464118480682373
181,0.4990307092666626,0.5057134032249451,363,0.24431924521923065
182,0.4985440969467163,0.5060743093490601,365,0.2439625859260559
183,0.4980067014694214,0.5064781308174133,367,0.24356383085250854
184,0.4974149167537689,0.5069340467453003,369,0.24311403930187225
185,0.4967660903930664,0.5074533224105835,371,0.24260222911834717
186,0.4960578680038452,0.508049726486206,373,0.242015078663826
187,0.49528902769088745,0.5087400078773499,375,0.2413363754749298
188,0.4944593012332916,0.509543776512146,377,0.240547314286232
189,0.4935697615146637,0.5104838609695435,379,0.23962604999542236
190,0.4926225244998932,0.5115860104560852,381,0.23854821920394897
191,0.49162083864212036,0.5128782391548157,383,0.23728761076927185
192,0.4905683994293213,0.5143904685974121,385,0.2358166128396988
193,0.48946863412857056,0.5161529183387756,387,0.23410800099372864
194,0.48832425475120544,0.5181949138641357,389,0.23213614523410797
195,0.48713594675064087,0.5205430388450623,391,0.2298789769411087
196,0.485901802778244,0.5232201814651489,393,0.22731900215148926
197,0.48461687564849854,0.5262438058853149,395,0.2244449257850647
198,0.483273446559906,0.529626190662384,397,0.22125151753425598
199,0.4818617105484009,0.5333739519119263,399,0.21773986518383026
200,0.48037102818489075,0.537489652633667,401,0.21391582489013672
201,0.4787918031215668,0.5419713258743286,403,0.20979025959968567
202,0.47711604833602905,0.5468143224716187,405,0.2053772509098053
203,0.47533828020095825,0.5520105361938477,407,0.20069456100463867
204,0.4734554886817932,0.557548463344574,409,0.19576336443424225
205,0.4714655578136444,0.5634114146232605,411,0.19060958921909332
206,0.46936559677124023,0.5695764422416687,413,0.1852644383907318
207,0.4671509861946106,0.5760149955749512,415,0.1797632873058319
208,0.46481409668922424,0.5826917290687561,417,0.17414619028568268
209,0.46234506368637085,0.5895675420761108,419,0.16845479607582092
210,0.4597324728965759,0.5966018438339233,421,0.16273006796836853
211,0.45696499943733215,0.6037553548812866,423,0.15700982511043549
212,0.454032301902771,0.610991895198822,425,0.15132731199264526
213,0.45092523097991943,0.6182792782783508,427,0.14571070671081543
214,0.44763484597206116,0.6255890130996704,429,0.14018358290195465
215,0.4441504180431366,0.6328959465026855,431,0.1347653865814209
216,0.4404582977294922,0.6401771903038025,433,0.12947244942188263
217,0.43654000759124756,0.647412121295929,435,0.1243182122707367
218,0.4323714077472687,0.6545844078063965,437,0.11931192874908447
219,0.4279228448867798,0.6616844534873962,439,0.11445740610361099
220,0.42315909266471863,0.6687115430831909,441,0.10975204408168793
221,0.4180386960506439,0.675678551197052,443,0.1051843985915184
222,0.41251370310783386,0.6826139688491821,445,0.10073389112949371
223,0.40652701258659363,0.689566433429718,447,0.09636899828910828
224,0.40001022815704346,0.6966087222099304,449,0.09204626828432083
225,0.39287886023521423,0.7038410902023315,451,0.08771009743213654
226,0.3850244879722595,0.7113916277885437,453,0.08329479396343231
227,0.3763003349304199,0.7194097638130188,455,0.07873088121414185
228,0.3664972484111786,0.7280512452125549,457,0.07395612448453903
229,0.355311781167984,0.7374661564826965,459,0.06892401725053787
230,0.34231698513031006,0.7478123307228088,461,0.0635986179113388
231,0.3269394040107727,0.7593006491661072,463,0.0579361766576767
232,0.30842912197113037,0.7722369432449341,465,0.0518760085105896
233,0.28578731417655945,0.7870148420333862,467,0.0453626774251461
234,0.25767144560813904,0.8041051030158997,469,0.03837481141090393
235,0.2224302440881729,0.8241307139396667,471,0.03093000501394272
236,0.17854531109333038,0.8477615118026733,473,0.023176556453108788
237,0.1259746104478836,0.875012218952179,475,0.015621945261955261
238,0.06907138973474503,0.9041383266448975,477,0.009189460426568985
239,0.019207026809453964,0.9309474229812622,479,0.004768258426338434
240,-0.008976978249847889,0.9506379961967468,481,0.00243660737760365
241,-0.008541393093764782,0.9620174765586853,483,0.0014426721027120948
242,0.008324534632265568,0.9676924347877502,485,0.001043778727762401
243,0.012913987040519714,0.9705115556716919,487,0.0008695683209225535
244,-0.002750116167590022,0.9722738862037659,489,0.0007687374018132687
245,-0.01090811938047409,0.9737849235534668,491,0.0006872302619740367
246,0.0012783627025783062,0.9749925136566162,493,0.0006253743777051568
247,0.009808501228690147,0.9757574796676636,495,0.0005876998184248805
248,-0.0012832351494580507,0.9762784838676453,497,0.0005627103382721543
249,-0.007580728270113468,0.9767921566963196,499,0.0005386039847508073
250,0.00230957567691803,0.9772461652755737,501,0.0005177370039746165
251,0.006245313677936792,0.9775400757789612,503,0.0005044481949880719
252,-0.003032959997653961,0.9777660965919495,505,0.0004943464882671833
253,-0.004036085680127144,0.9780172109603882,507,0.0004832430277019739
254,0.0038872314617037773,0.9782271385192871,509,0.0004740575095638633
255,0.0024280149955302477,0.9783611297607422,511,0.00046824070159345865
256,-0.003636799519881606,0.9784931540489197,513,0.00046254441258497536
257,-0.000488694291561842,0.978640615940094,515,0.00045622329344041646
258,0.0034630356822162867,0.9787482023239136,517,0.0004516389162745327
259,-0.0006156298913992941,0.9788282513618469,519,0.0004482429358176887
260,-0.002277692314237356,0.9789261221885681,521,0.0004441083292476833
261,0.0016784067265689373,0.9790193438529968,523,0.00044018792686983943
262,0.0014626204501837492,0.9790843725204468,525,0.0004374634590931237
263,-0.0016863348428159952,0.9791513085365295,527,0.00043466794886626303
264,-0.00019097061885986477,0.979229211807251,529,0.0004314256366342306
265,0.0017468228470534086,0.9792920351028442,531,0.0004288197960704565
266,-0.0003467169590294361,0.9793452024459839,533,0.0004266206524334848
267,-0.0009758648229762912,0.9794086813926697,535,0.0004240024136379361
268,0.0010147084249183536,0.9794700741767883,537,0.00042147786007262766
269,0.0005946923047304153,0.9795199036598206,539,0.0004194343346171081
270,-0.0008287896635010839,0.9795731902122498,541,0.0004172545450273901
271,0.0001990380696952343,0.9796311855316162,543,0.00041488860733807087
272,0.0008552539511583745,0.9796813726425171,545,0.0004128466243855655
273,-0.00031694641802459955,0.9797294735908508,547,0.00041089425212703645
274,-0.0002547207986935973,0.9797829985618591,549,0.0004087271518073976
275,0.0006670201546512544,0.979833722114563,551,0.00040667876601219177
276,0.00012919468281324953,0.9798800945281982,553,0.00040481059113517404
277,-0.00033568937215022743,0.9799296259880066,555,0.0004028199182357639
278,0.0003517387085594237,0.9799798130989075,557,0.00040080788312479854
279,0.00035242686863057315,0.9800260066986084,559,0.00039896040107123554
280,-0.0002100659185089171,0.9800729155540466,561,0.00039708870463073254
281,0.00010480915807420388,0.9801217317581177,563,0.00039514555828645825
282,0.00038227945333346725,0.9801679849624634,565,0.0003933088155463338
283,-3.7418267311295494e-05,0.9802134037017822,567,0.00039150938391685486
284,-1.826258267101366e-05,0.9802605509757996,569,0.00038964583654887974
285,0.000311053212499246,0.9803067445755005,571,0.00038782431511208415
286,9.523787593934685e-05,0.9803513288497925,573,0.0003860702854581177
287,-4.317947241361253e-05,0.9803970456123352,575,0.0003842758305836469
288,0.00021718651987612247,0.9804427027702332,577,0.0003824878658633679
289,0.000165330056915991,0.9804868102073669,579,0.0003807645698543638
290,-1.5343162885983475e-05,0.9805313348770142,581,0.00037902893382124603
291,0.00014112022472545505,0.98057621717453,583,0.00037728334427811205
292,0.00018555457063484937,0.9806199669837952,585,0.0003755856887437403
293,2.705342740227934e-05,0.9806635975837708,587,0.0003738964442163706
294,9.50503526837565e-05,0.9807076454162598,589,0.00037219494697637856
295,0.00017706185462884605,0.9807509183883667,591,0.00037052715197205544
296,6.414603558368981e-05,0.980793833732605,593,0.00036887681926600635
297,7.383334741462022e-05,0.9808370471000671,595,0.00036721877404488623
298,0.0001577018847456202,0.9808797836303711,597,0.0003655826731119305
299,8.922768756747246e-05,0.9809221029281616,599,0.00036396615905687213
